order_item_id,order_id,product_id,order_item_quantity,order_item_product_price,order_item_discount,order_item_discount_price,sales,order_item_total,order_item_profit_ratio
37222,14864,1004,1,399.98,68,0.17,399.98,331.98,0.08
40986,16415,1004,1,399.98,68,0.17,399.98,331.98,0.35
41766,16717,957,1,299.98,51,0.17,299.98,248.98,-0.01
26929,10760,957,1,299.98,51,0.17,299.98,248.98,0.48
160115,64041,957,1,299.98,54,0.18,299.98,245.98,0.09
167570,67032,957,1,299.98,54,0.18,299.98,245.98,-0.21
29148,11658,1004,1,399.98,72,0.18,399.98,327.98,-0.23
49229,19692,1004,1,399.98,72,0.18,399.98,327.98,0.17
115864,46342,957,1,299.98,60,0.2,299.98,239.98,-0.7
169073,67623,957,1,299.98,60,0.2,299.98,239.98,0.37
49370,19751,1004,1,399.98,80,0.2,399.98,319.98,0.09
38658,15469,1004,1,399.98,80,0.2,399.98,319.98,0.17
43397,17366,1004,1,399.98,80,0.2,399.98,319.98,0.34
49228,19692,1004,1,399.98,80,0.2,399.98,319.98,0.3
27570,11007,1004,1,399.98,80,0.2,399.98,319.98,0.09
30270,12105,1004,1,399.98,80,0.2,399.98,319.98,-0.19
127054,50837,957,1,299.98,75,0.25,299.98,224.99,0.49
49366,19751,1004,1,399.98,100,0.25,399.98,299.99,0.11
26622,10629,957,1,299.98,75,0.25,299.98,224.99,0.28
31125,12440,1004,1,399.98,100,0.25,399.98,299.99,0.25
37025,14793,957,1,299.98,75,0.25,299.98,224.99,0.33
26871,10736,1004,1,399.98,100,0.25,399.98,299.99,-1.65
172394,69079,1346,1,31.08,0,0,31.08,31.08,-0.73
172393,69078,1346,1,31.08,0.31,0.01,31.08,30.77,0.02
172335,69020,1346,1,31.08,1.55,0.05,31.08,29.53,-0.48
172328,69013,1346,1,31.08,4.66,0.15,31.08,26.42,0.36
174822,71507,1354,1,164.38,19.73,0.12,164.38,144.65,0.47
174894,71579,1354,1,164.38,19.73,0.12,164.38,144.65,0.16
174803,71488,1354,1,164.38,21.37,0.13,164.38,143.01,0.1
172708,69393,1348,1,11.29,1.69,0.15,11.29,9.6,0.15
172784,69469,1349,1,452.04,4.52,0.01,452.04,447.52,0.34
121796,48702,44,1,59.99,10.8,0.18,59.99,49.19,0.26
161078,64440,191,1,99.99,2,0.02,99.99,97.99,-0.19
46155,18462,191,1,99.99,12,0.12,99.99,87.99,-0.23
164801,65942,191,1,99.99,13,0.13,99.99,86.99,0.16
49702,19886,282,1,31.99,5.76,0.18,31.99,26.23,-0.8
155625,62240,365,1,59.99,0.6,0.01,59.99,59.39,0.28
154048,61608,403,1,129.99,1.3,0.01,129.99,128.69,0.49
115972,46382,365,1,59.99,1.8,0.03,59.99,58.19,0.35
46157,18463,403,1,129.99,3.9,0.03,129.99,126.09,0.26
49701,19886,403,1,129.99,3.9,0.03,129.99,126.09,-0.13
46154,18462,403,1,129.99,5.2,0.04,129.99,124.79,0.35
46152,18462,403,1,129.99,6.5,0.05,129.99,123.49,0.36
154047,61608,365,1,59.99,3.3,0.06,59.99,56.69,0.33
37905,15153,365,1,59.99,3.3,0.06,59.99,56.69,0.49
27416,10948,365,1,59.99,3.3,0.06,59.99,56.69,0.17
168926,67568,403,1,129.99,11.7,0.09,129.99,118.29,0.31
42040,16826,403,1,129.99,11.7,0.09,129.99,118.29,0.46
167078,66841,403,1,129.99,13,0.1,129.99,116.99,-0.33
35842,14317,403,1,129.99,13,0.1,129.99,116.99,0.38
49516,19813,403,1,129.99,15.6,0.12,129.99,114.39,-0.66
49703,19886,365,1,59.99,7.8,0.13,59.99,52.19,-0.8
33151,13250,403,1,129.99,16.9,0.13,129.99,113.09,0.17
122281,48904,403,1,129.99,16.9,0.13,129.99,113.09,0.48
169589,67830,403,1,129.99,19.5,0.15,129.99,110.49,0.15
33228,13284,403,1,129.99,20.8,0.16,129.99,109.19,0.4
169588,67830,403,1,129.99,20.8,0.16,129.99,109.19,0.26
169586,67830,403,1,129.99,22.1,0.17,129.99,107.89,0.41
161358,64555,403,1,129.99,26,0.2,129.99,103.99,0.15
34191,13647,403,1,129.99,26,0.2,129.99,103.99,0.26
113494,45420,403,1,129.99,32.5,0.25,129.99,97.49,0.08
155624,62240,502,1,50,1.5,0.03,50,48.5,0.13
161357,64555,502,1,50,2.5,0.05,50,47.5,0.01
49999,20002,502,1,50,3.5,0.07,50,46.5,-0.01
164799,65942,627,1,39.99,3.6,0.09,39.99,36.39,0.36
49699,19886,502,1,50,8,0.16,50,42,-0.19
168927,67568,303,1,399.99,4,0.01,399.99,395.99,0.08
121795,48702,926,1,15.99,1.44,0.09,15.99,14.55,-0.24
165784,66325,311,1,109.95,14.29,0.13,109.95,95.66,0.13
33229,13284,906,1,24.99,3.25,0.13,24.99,21.74,0.48
33230,13284,957,1,299.98,0,0,299.98,299.98,0.27
42093,16846,957,1,299.98,9,0.03,299.98,290.98,0.49
33152,13250,957,1,299.98,15,0.05,299.98,284.98,-1.05
46153,18462,957,1,299.98,15,0.05,299.98,284.98,0.5
161355,64555,957,1,299.98,16.5,0.06,299.98,283.48,-0.7
26446,10562,957,1,299.98,21,0.07,299.98,278.98,0.01
121797,48702,957,1,299.98,39,0.13,299.98,260.98,0.1
42042,16826,1004,1,399.98,52,0.13,399.98,347.98,0.01
121794,48702,957,1,299.98,45,0.15,299.98,254.98,0.48
27414,10948,957,1,299.98,54,0.18,299.98,245.98,0.13
35840,14317,1004,1,399.98,72,0.18,399.98,327.98,0.36
33232,13284,957,1,299.98,75,0.25,299.98,224.99,0.46
172266,68951,1346,1,31.08,0.62,0.02,31.08,30.46,0.31
172443,69128,1346,1,31.08,1.55,0.05,31.08,29.53,0.37
140349,56120,191,1,99.99,5.5,0.06,99.99,94.49,-0.8
133504,53430,191,1,99.99,9,0.09,99.99,90.99,0.11
13328,5331,191,1,99.99,17,0.17,99.99,82.99,0.34
1484,607,403,1,129.99,0,0,129.99,129.99,0.36
6187,2476,403,1,129.99,1.3,0.01,129.99,128.69,0.36
5231,2090,365,1,59.99,0.6,0.01,59.99,59.39,0.33
140348,56120,365,1,59.99,1.2,0.02,59.99,58.79,0.19
153643,61435,403,1,129.99,2.6,0.02,129.99,127.39,0.28
147608,58966,403,1,129.99,5.2,0.04,129.99,124.79,0.49
136305,54498,403,1,129.99,6.5,0.05,129.99,123.49,-0.05
14381,5777,403,1,129.99,6.5,0.05,129.99,123.49,0.31
140346,56120,403,1,129.99,6.5,0.05,129.99,123.49,-0.23
133634,53478,403,1,129.99,9.1,0.07,129.99,120.89,0.04
17610,7035,403,1,129.99,11.7,0.09,129.99,118.29,0.33
6278,2510,403,1,129.99,13,0.1,129.99,116.99,0.27
128752,51518,365,1,59.99,7.2,0.12,59.99,52.79,0.34
22264,8929,403,1,129.99,15.6,0.12,129.99,114.39,0.29
153879,61533,365,1,59.99,7.8,0.13,59.99,52.19,0.2
25317,10135,403,1,129.99,19.5,0.15,129.99,110.49,0.33
4619,1849,403,1,129.99,20.8,0.16,129.99,109.19,0.09
6473,2587,403,1,129.99,23.4,0.18,129.99,106.59,-0.3
130812,52347,403,1,129.99,26,0.2,129.99,103.99,0.26
9005,3616,403,1,129.99,32.5,0.25,129.99,97.49,0.13
6475,2587,365,1,59.99,15,0.25,59.99,44.99,0.45
148007,59135,403,1,129.99,32.5,0.25,129.99,97.49,-0.03
25318,10135,627,1,39.99,2,0.05,39.99,37.99,0.47
130813,52347,627,1,39.99,4.8,0.12,39.99,35.19,0.06
153878,61533,625,1,199.99,26,0.13,199.99,173.99,0.34
9932,3998,905,1,24.99,0.5,0.02,24.99,24.49,0.3
9007,3616,818,1,47.99,0.96,0.02,47.99,47.03,0.28
14382,5777,893,1,24.99,1,0.04,24.99,23.99,0.48
5230,2090,1004,1,399.98,0,0,399.98,399.98,0.38
21261,8518,1004,1,399.98,4,0.01,399.98,395.98,0.08
153647,61435,957,1,299.98,6,0.02,299.98,293.98,0.35
4434,1776,1004,1,399.98,8,0.02,399.98,391.98,0.5
10909,4354,1004,1,399.98,12,0.03,399.98,387.98,0.1
153644,61435,957,1,299.98,9,0.03,299.98,290.98,0.25
148008,59135,957,1,299.98,27,0.09,299.98,272.98,-0.77
14346,5761,957,1,299.98,27,0.09,299.98,272.98,0.34
6186,2476,957,1,299.98,36,0.12,299.98,263.98,-1.75
21260,8518,957,1,299.98,36,0.12,299.98,263.98,0.04
25320,10135,957,1,299.98,36,0.12,299.98,263.98,0.33
133506,53430,957,1,299.98,39,0.13,299.98,260.98,0.49
11912,4756,957,1,299.98,48,0.16,299.98,251.98,0.25
257,112,1004,1,399.98,64,0.16,399.98,335.98,0.2
13326,5331,1004,1,399.98,72,0.18,399.98,327.98,0.29
13325,5331,957,1,299.98,60,0.2,299.98,239.98,0.26
146482,58528,191,1,99.99,0,0,99.99,99.99,0.25
21430,8588,191,1,99.99,0,0,99.99,99.99,0.46
22397,8978,249,1,54.97,0.55,0.01,54.97,54.42,-0.73
131019,52420,191,1,99.99,2,0.02,99.99,97.99,0.08
137654,55040,191,1,99.99,5,0.05,99.99,94.99,0.46
142062,56802,191,1,99.99,5,0.05,99.99,94.99,0.48
1561,638,191,1,99.99,9,0.09,99.99,90.99,-0.13
11530,4598,191,1,99.99,16,0.16,99.99,83.99,0.07
9625,3868,191,1,99.99,16,0.16,99.99,83.99,-1.7
153668,61443,191,1,99.99,16,0.16,99.99,83.99,0.33
11529,4598,191,1,99.99,17,0.17,99.99,82.99,0.43
11593,4624,235,1,34.99,8.75,0.25,34.99,26.24,0.38
14638,5884,403,1,129.99,0,0,129.99,129.99,0.14
18699,7456,403,1,129.99,0,0,129.99,129.99,0.22
150845,60288,403,1,129.99,1.3,0.01,129.99,128.69,0.35
137866,55133,403,1,129.99,1.3,0.01,129.99,128.69,0.23
7190,2869,403,1,129.99,1.3,0.01,129.99,128.69,0.11
3567,1437,365,1,59.99,0.6,0.01,59.99,59.39,0.08
132236,52891,365,1,59.99,0.6,0.01,59.99,59.39,0.11
5749,2293,403,1,129.99,1.3,0.01,129.99,128.69,0.34
4124,1655,403,1,129.99,1.3,0.01,129.99,128.69,0.19
146635,58592,403,1,129.99,2.6,0.02,129.99,127.39,0.36
7373,2958,403,1,129.99,2.6,0.02,129.99,127.39,0.29
145589,58180,365,1,59.99,1.8,0.03,59.99,58.19,0.48
139779,55900,403,1,129.99,3.9,0.03,129.99,126.09,-1.7
130102,52069,403,1,129.99,3.9,0.03,129.99,126.09,0.29
3535,1426,403,1,129.99,5.2,0.04,129.99,124.79,0.46
7177,2863,403,1,129.99,5.2,0.04,129.99,124.79,0.33
9373,3769,403,1,129.99,5.2,0.04,129.99,124.79,0.29
139778,55900,403,1,129.99,5.2,0.04,129.99,124.79,0.48
128494,51415,403,1,129.99,5.2,0.04,129.99,124.79,0.48
3534,1426,403,1,129.99,6.5,0.05,129.99,123.49,0.36
19963,7986,365,1,59.99,3,0.05,59.99,56.99,0.08
9372,3769,403,1,129.99,6.5,0.05,129.99,123.49,0.28
17300,6909,403,1,129.99,6.5,0.05,129.99,123.49,-2.45
10535,4215,403,1,129.99,6.5,0.05,129.99,123.49,0.33
13433,5385,403,1,129.99,7.15,0.06,129.99,122.84,0.07
6051,2425,403,1,129.99,7.15,0.06,129.99,122.84,0.47
836,335,365,1,59.99,3.3,0.06,59.99,56.69,0.05
9371,3769,403,1,129.99,7.15,0.06,129.99,122.84,-0.11
16118,6440,403,1,129.99,7.15,0.06,129.99,122.84,-0.13
10533,4215,403,1,129.99,7.15,0.06,129.99,122.84,-0.67
1562,638,403,1,129.99,9.1,0.07,129.99,120.89,-0.33
15409,6166,403,1,129.99,9.1,0.07,129.99,120.89,0.34
136294,54495,403,1,129.99,9.1,0.07,129.99,120.89,0.13
11595,4625,403,1,129.99,11.7,0.09,129.99,118.29,-0.04
138521,55382,403,1,129.99,11.7,0.09,129.99,118.29,-0.25
24173,9680,365,1,59.99,5.4,0.09,59.99,54.59,0.17
148302,59252,403,1,129.99,11.7,0.09,129.99,118.29,0.48
9626,3868,403,1,129.99,11.7,0.09,129.99,118.29,0.26
11594,4625,403,1,129.99,13,0.1,129.99,116.99,0.18
148299,59252,403,1,129.99,13,0.1,129.99,116.99,0.03
131018,52420,403,1,129.99,13,0.1,129.99,116.99,-0.11
21758,8722,403,1,129.99,13,0.1,129.99,116.99,0.08
9624,3868,403,1,129.99,13,0.1,129.99,116.99,-1.08
128310,51339,403,1,129.99,13,0.1,129.99,116.99,0.47
132234,52891,403,1,129.99,13,0.1,129.99,116.99,0.33
15876,6343,403,1,129.99,13,0.1,129.99,116.99,0.13
130392,52194,403,1,129.99,13,0.1,129.99,116.99,0.47
149755,59830,403,1,129.99,15.6,0.12,129.99,114.39,0.1
8879,3568,365,1,59.99,7.2,0.12,59.99,52.79,0.49
24680,9881,403,1,129.99,15.6,0.12,129.99,114.39,0.11
21380,8567,365,1,59.99,7.2,0.12,59.99,52.79,0.2
7234,2895,365,1,59.99,7.8,0.13,59.99,52.19,0.49
8918,3584,403,1,129.99,16.9,0.13,129.99,113.09,0.46
151050,60357,403,1,129.99,16.9,0.13,129.99,113.09,0.34
133001,53226,403,1,129.99,16.9,0.13,129.99,113.09,0.27
131007,52415,403,1,129.99,16.9,0.13,129.99,113.09,0.02
151993,60732,403,1,129.99,19.5,0.15,129.99,110.49,0.46
132700,53096,403,1,129.99,19.5,0.15,129.99,110.49,-0.19
14816,5952,403,1,129.99,19.5,0.15,129.99,110.49,0.38
151537,60542,403,1,129.99,19.5,0.15,129.99,110.49,0.34
131005,52415,403,1,129.99,19.5,0.15,129.99,110.49,0.35
136875,54730,403,1,129.99,20.8,0.16,129.99,109.19,0.28
139623,55832,403,1,129.99,20.8,0.16,129.99,109.19,0.38
132854,53171,403,1,129.99,20.8,0.16,129.99,109.19,0.48
151535,60542,403,1,129.99,20.8,0.16,129.99,109.19,0.5
133017,53233,365,1,59.99,9.6,0.16,59.99,50.39,0.47
1400,562,403,1,129.99,20.8,0.16,129.99,109.19,0.45
136873,54730,403,1,129.99,22.1,0.17,129.99,107.89,0.42
7842,3150,403,1,129.99,22.1,0.17,129.99,107.89,-0.05
16190,6467,403,1,129.99,22.1,0.17,129.99,107.89,0.05
7973,3199,365,1,59.99,10.2,0.17,59.99,49.79,-0.8
3430,1388,403,1,129.99,22.1,0.17,129.99,107.89,-0.77
152227,60834,403,1,129.99,22.1,0.17,129.99,107.89,0.5
6234,2493,403,1,129.99,22.1,0.17,129.99,107.89,0.38
7841,3150,365,1,59.99,10.8,0.18,59.99,49.19,0.27
153308,61284,403,1,129.99,23.4,0.18,129.99,106.59,0.38
7838,3150,403,1,129.99,23.4,0.18,129.99,106.59,-0.09
146126,58387,403,1,129.99,23.4,0.18,129.99,106.59,0.32
129508,51833,403,1,129.99,23.4,0.18,129.99,106.59,0.4
23862,9552,365,1,59.99,10.8,0.18,59.99,49.19,0.25
8686,3497,403,1,129.99,23.4,0.18,129.99,106.59,0.1
147761,59029,403,1,129.99,26,0.2,129.99,103.99,0.3
3597,1447,403,1,129.99,26,0.2,129.99,103.99,0.05
17846,7127,403,1,129.99,26,0.2,129.99,103.99,0.48
129507,51833,403,1,129.99,26,0.2,129.99,103.99,0.36
6448,2577,403,1,129.99,26,0.2,129.99,103.99,0.49
23852,9547,365,1,59.99,12,0.2,59.99,47.99,0.46
14640,5884,403,1,129.99,32.5,0.25,129.99,97.49,0.08
138950,55554,403,1,129.99,32.5,0.25,129.99,97.49,0.13
20410,8170,365,1,59.99,15,0.25,59.99,44.99,0.25
150844,60288,627,1,39.99,0,0,39.99,39.99,0.28
22690,9099,502,1,50,0,0,50,50,0.28
145094,57989,502,1,50,0,0,50,50,0.36
7971,3199,502,1,50,0,0,50,50,0.06
22559,9047,502,1,50,1,0.02,50,49,0.25
140622,56219,502,1,50,1,0.02,50,49,0.25
136137,54437,502,1,50,1.5,0.03,50,48.5,0.37
130752,52326,565,1,70,2.8,0.04,70,67.2,0.35
23168,9287,502,1,50,2,0.04,50,48,0.29
136874,54730,502,1,50,2.5,0.05,50,47.5,0.21
9263,3724,627,1,39.99,2,0.05,39.99,37.99,0.26
138613,55417,627,1,39.99,2.8,0.07,39.99,37.19,0.26
6823,2725,502,1,50,3.5,0.07,50,46.5,-0.52
18363,7327,564,1,30,2.7,0.09,30,27.3,0.39
22167,8883,502,1,50,6,0.12,50,44,0.09
10688,4274,502,1,50,6.5,0.13,50,43.5,0.23
142873,57118,502,1,50,6.5,0.13,50,43.5,0.04
13432,5385,565,1,70,10.5,0.15,70,59.5,0.33
3494,1411,627,1,39.99,6,0.15,39.99,33.99,0.06
152407,60912,502,1,50,8,0.16,50,42,0.05
20212,8096,627,1,39.99,6.4,0.16,39.99,33.59,0.34
139622,55832,502,1,50,8.5,0.17,50,41.5,0.38
151052,60357,502,1,50,8.5,0.17,50,41.5,-0.2
130104,52069,502,1,50,8.5,0.17,50,41.5,0.48
5550,2214,502,1,50,10,0.2,50,40,-0.21
16797,6723,627,1,39.99,8,0.2,39.99,31.99,0.35
137865,55133,502,1,50,10,0.2,50,40,0.3
15856,6335,502,1,50,10,0.2,50,40,0.19
150849,60289,627,1,39.99,10,0.25,39.99,29.99,-0.01
142192,56847,627,1,39.99,10,0.25,39.99,29.99,0.08
132701,53096,502,1,50,12.5,0.25,50,37.5,0.49
24399,9775,502,1,50,12.5,0.25,50,37.5,-0.18
140085,56031,502,1,50,12.5,0.25,50,37.5,0.11
22558,9047,828,1,31.99,0,0,31.99,31.99,0.31
10534,4215,818,1,47.99,0,0,47.99,47.99,0.08
140239,56083,822,1,47.99,0.48,0.01,47.99,47.51,-0.77
4122,1655,822,1,47.99,2.4,0.05,47.99,45.59,-0.16
148303,59252,311,1,109.95,16.49,0.15,109.95,93.46,0.33
151534,60542,607,1,249.99,40,0.16,249.99,209.99,0.11
147118,58774,858,1,199.99,34,0.17,199.99,165.99,0.48
21757,8722,917,1,21.99,4.4,0.2,21.99,17.59,0.28
527,216,957,1,299.98,0,0,299.98,299.98,0.36
24935,9983,957,1,299.98,0,0,299.98,299.98,0.29
150083,59969,957,1,299.98,0,0,299.98,299.98,0.48
4281,1720,1004,1,399.98,0,0,399.98,399.98,0.15
4012,1610,1004,1,399.98,0,0,399.98,399.98,-0.8
526,216,957,1,299.98,3,0.01,299.98,296.98,0.11
8916,3584,957,1,299.98,3,0.01,299.98,296.98,0.01
19068,7617,1004,1,399.98,4,0.01,399.98,395.98,0.49
3500,1413,1004,1,399.98,4,0.01,399.98,395.98,0.35
149757,59830,957,1,299.98,6,0.02,299.98,293.98,0.47
152406,60912,957,1,299.98,6,0.02,299.98,293.98,0.43
11596,4625,1004,1,399.98,8,0.02,399.98,391.98,0.09
17845,7127,957,1,299.98,6,0.02,299.98,293.98,0.29
6966,2774,1004,1,399.98,8,0.02,399.98,391.98,-2.75
3493,1411,1004,1,399.98,8,0.02,399.98,391.98,0.43
6053,2425,957,1,299.98,9,0.03,299.98,290.98,0.47
139828,55922,957,1,299.98,9,0.03,299.98,290.98,-0.67
14509,5827,1004,1,399.98,12,0.03,399.98,387.98,0.36
148454,59303,982,1,149.99,4.5,0.03,149.99,145.49,0.32
1402,562,1004,1,399.98,12,0.03,399.98,387.98,0.01
6052,2425,957,1,299.98,12,0.04,299.98,287.98,0.49
8881,3568,957,1,299.98,12,0.04,299.98,287.98,0.25
128312,51339,957,1,299.98,12,0.04,299.98,287.98,0.38
15278,6115,957,1,299.98,15,0.05,299.98,284.98,0.28
8880,3568,957,1,299.98,15,0.05,299.98,284.98,0.01
2009,810,957,1,299.98,15,0.05,299.98,284.98,-0.03
7370,2958,957,1,299.98,15,0.05,299.98,284.98,0.35
462,190,957,1,299.98,15,0.05,299.98,284.98,0.09
22707,9104,1004,1,399.98,20,0.05,399.98,379.98,0.48
136877,54730,957,1,299.98,16.5,0.06,299.98,283.48,-1.55
15277,6115,957,1,299.98,16.5,0.06,299.98,283.48,-0.09
9749,3920,957,1,299.98,16.5,0.06,299.98,283.48,0.18
2007,810,957,1,299.98,16.5,0.06,299.98,283.48,0.03
8685,3497,957,1,299.98,16.5,0.06,299.98,283.48,0.34
23849,9547,957,1,299.98,16.5,0.06,299.98,283.48,0.5
136876,54730,957,1,299.98,21,0.07,299.98,278.98,-1.05
22396,8978,957,1,299.98,21,0.07,299.98,278.98,0.5
15855,6335,957,1,299.98,21,0.07,299.98,278.98,0.04
5758,2296,1004,1,399.98,28,0.07,399.98,371.98,0.35
8877,3568,1004,1,399.98,28,0.07,399.98,371.98,0.28
9242,3717,1004,1,399.98,28,0.07,399.98,371.98,0.29
138610,55417,957,1,299.98,21,0.07,299.98,278.98,-0.73
1779,723,957,1,299.98,27,0.09,299.98,272.98,0.1
146484,58528,957,1,299.98,27,0.09,299.98,272.98,0.38
12685,5076,957,1,299.98,27,0.09,299.98,272.98,0.29
5757,2296,1004,1,399.98,36,0.09,399.98,363.98,0.46
132203,52880,957,1,299.98,27,0.09,299.98,272.98,0.46
23851,9547,1004,1,399.98,36,0.09,399.98,363.98,0.29
142060,56802,957,1,299.98,30,0.1,299.98,269.98,0.03
148479,59311,957,1,299.98,36,0.12,299.98,263.98,0.34
137837,55123,957,1,299.98,36,0.12,299.98,263.98,-1.6
22459,9008,1004,1,399.98,48,0.12,399.98,351.98,0.28
151220,60429,957,1,299.98,36,0.12,299.98,263.98,0.31
14818,5952,957,1,299.98,36,0.12,299.98,263.98,-0.25
12662,5062,957,1,299.98,36,0.12,299.98,263.98,0.09
25088,10040,957,1,299.98,36,0.12,299.98,263.98,0.3
463,190,1004,1,399.98,48,0.12,399.98,351.98,0.47
21428,8588,957,1,299.98,39,0.13,299.98,260.98,0.4
9545,3839,957,1,299.98,39,0.13,299.98,260.98,0.05
5755,2296,957,1,299.98,39,0.13,299.98,260.98,0.01
3259,1317,957,1,299.98,39,0.13,299.98,260.98,0.24
15413,6166,957,1,299.98,39,0.13,299.98,260.98,0.47
140944,56351,957,1,299.98,39,0.13,299.98,260.98,-0.33
5536,2208,1004,1,399.98,52,0.13,399.98,347.98,0.47
25087,10040,957,1,299.98,39,0.13,299.98,260.98,0.06
3568,1437,1004,1,399.98,52,0.13,399.98,347.98,-0.77
457,188,1004,1,399.98,52,0.13,399.98,347.98,0.35
152728,61052,957,1,299.98,45,0.15,299.98,254.98,0.11
7237,2895,1004,1,399.98,60,0.15,399.98,339.98,0.1
16464,6588,957,1,299.98,45,0.15,299.98,254.98,-0.07
9275,3729,957,1,299.98,45,0.15,299.98,254.98,-0.32
833,335,1004,1,399.98,60,0.15,399.98,339.98,0.35
4511,1804,1004,1,399.98,60,0.15,399.98,339.98,0.36
133015,53233,957,1,299.98,45,0.15,299.98,254.98,0.31
455,188,1004,1,399.98,60,0.15,399.98,339.98,0.13
4409,1769,957,1,299.98,48,0.16,299.98,251.98,0.29
137655,55040,957,1,299.98,48,0.16,299.98,251.98,0.2
150395,60095,957,1,299.98,48,0.16,299.98,251.98,-0.13
19961,7986,957,1,299.98,48,0.16,299.98,251.98,0.04
9241,3717,957,1,299.98,48,0.16,299.98,251.98,0.01
23323,9348,957,1,299.98,48,0.16,299.98,251.98,-0.8
5746,2293,957,1,299.98,48,0.16,299.98,251.98,-1.55
3589,1443,957,1,299.98,48,0.16,299.98,251.98,0.11
20579,8236,1004,1,399.98,64,0.16,399.98,335.98,0.47
21632,8663,957,1,299.98,51,0.17,299.98,248.98,0.34
138519,55382,957,1,299.98,51,0.17,299.98,248.98,-0.67
140147,56051,957,1,299.98,51,0.17,299.98,248.98,0.5
20578,8236,1004,1,399.98,68,0.17,399.98,331.98,0.31
20409,8170,1004,1,399.98,68,0.17,399.98,331.98,0.26
144344,57702,957,1,299.98,54,0.18,299.98,245.98,-0.22
149376,59693,957,1,299.98,54,0.18,299.98,245.98,0.29
22560,9047,957,1,299.98,54,0.18,299.98,245.98,0.36
10259,4114,1004,1,399.98,80,0.2,399.98,319.98,-0.13
11284,4505,1004,1,399.98,80,0.2,399.98,319.98,0.47
13717,5498,957,1,299.98,60,0.2,299.98,239.98,0.33
152911,61131,957,1,299.98,75,0.25,299.98,224.99,0.26
151533,60542,957,1,299.98,75,0.25,299.98,224.99,0.27
24380,9766,1004,1,399.98,100,0.25,399.98,299.99,0.23
152224,60834,957,1,299.98,75,0.25,299.98,224.99,-0.53
7970,3199,957,1,299.98,75,0.25,299.98,224.99,0.33
150085,59969,957,1,299.98,75,0.25,299.98,224.99,0.49
153127,61216,19,1,124.99,8.75,0.07,124.99,116.24,0.28
136306,54499,44,1,59.99,7.8,0.13,59.99,52.19,0.47
132649,53073,191,1,99.99,1,0.01,99.99,98.99,0.12
145440,58124,191,1,99.99,2,0.02,99.99,97.99,0.06
18537,7402,191,1,99.99,2,0.02,99.99,97.99,0.48
15359,6140,191,1,99.99,3,0.03,99.99,96.99,0.36
8968,3605,191,1,99.99,4,0.04,99.99,95.99,0.47
1801,731,191,1,99.99,4,0.04,99.99,95.99,0.31
133572,53455,191,1,99.99,5,0.05,99.99,94.99,0.47
12888,5159,191,1,99.99,7,0.07,99.99,92.99,0.31
4454,1784,191,1,99.99,9,0.09,99.99,90.99,0.35
16563,6632,191,1,99.99,12,0.12,99.99,87.99,0.35
3576,1438,191,1,99.99,12,0.12,99.99,87.99,0.36
289,122,191,1,99.99,12,0.12,99.99,87.99,0.33
1187,483,191,1,99.99,15,0.15,99.99,84.99,0.16
136871,54728,249,1,54.97,8.8,0.16,54.97,46.17,0.36
133009,53231,191,1,99.99,16,0.16,99.99,83.99,0.27
148129,59186,191,1,99.99,17,0.17,99.99,82.99,0.25
7037,2800,191,1,99.99,17,0.17,99.99,82.99,0.5
13313,5324,191,1,99.99,18,0.18,99.99,81.99,0.41
2253,906,191,1,99.99,18,0.18,99.99,81.99,0.36
151077,60366,359,1,99.99,20,0.2,99.99,79.99,0.11
9197,3698,191,1,99.99,25,0.25,99.99,74.99,-1.65
139062,55597,365,1,59.99,0,0,59.99,59.99,0.02
129399,51790,365,1,59.99,0,0,59.99,59.99,0.49
134648,53854,403,1,129.99,0,0,129.99,129.99,0.44
18538,7402,403,1,129.99,0,0,129.99,129.99,0.47
15356,6140,403,1,129.99,0,0,129.99,129.99,0.4
150732,60245,403,1,129.99,0,0,129.99,129.99,0.28
3575,1438,403,1,129.99,0,0,129.99,129.99,0.29
143442,57348,403,1,129.99,0,0,129.99,129.99,0.29
7965,3197,403,1,129.99,0,0,129.99,129.99,0.08
134377,53752,403,1,129.99,1.3,0.01,129.99,128.69,0.45
133068,53252,403,1,129.99,1.3,0.01,129.99,128.69,0.48
131660,52668,403,1,129.99,1.3,0.01,129.99,128.69,-0.88
8546,3436,403,1,129.99,1.3,0.01,129.99,128.69,0.42
150635,60206,403,1,129.99,1.3,0.01,129.99,128.69,0.34
8545,3436,403,1,129.99,2.6,0.02,129.99,127.39,-0.16
132492,53012,403,1,129.99,2.6,0.02,129.99,127.39,-0.7
13311,5324,403,1,129.99,2.6,0.02,129.99,127.39,0.13
134065,53631,365,1,59.99,1.2,0.02,59.99,58.79,0.3
133978,53601,365,1,59.99,1.8,0.03,59.99,58.19,0.17
133932,53586,403,1,129.99,3.9,0.03,129.99,126.09,0.18
15525,6208,403,1,129.99,5.2,0.04,129.99,124.79,-0.77
133831,53551,403,1,129.99,5.2,0.04,129.99,124.79,0.47
24176,9681,403,1,129.99,5.2,0.04,129.99,124.79,-1.43
145443,58124,403,1,129.99,5.2,0.04,129.99,124.79,0.34
145439,58124,365,1,59.99,3,0.05,59.99,56.99,0.48
132725,53108,365,1,59.99,3,0.05,59.99,56.99,0.13
148323,59259,403,1,129.99,6.5,0.05,129.99,123.49,0.21
146741,58623,403,1,129.99,6.5,0.05,129.99,123.49,0.29
